dteday,hr,datetime,cnt,temp,hum,windspeed,traffic_factor,weather_condition,holiday_flag,weekend_flag,area_name,bike_model,event_name,base_price,surge_multiplier,final_price,zone
2025-11-17,7,2025-11-17 07:00:00,968,14.0,63.1,6.5,0.83,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-17,8,2025-11-17 08:00:00,828,16.9,58.5,0.4,0.81,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-17,9,2025-11-17 09:00:00,777,14.4,52.9,2.8,0.79,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-17,10,2025-11-17 10:00:00,550,18.4,63.1,6.5,0.84,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,11,2025-11-17 11:00:00,461,15.2,73.2,3.2,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,12,2025-11-17 12:00:00,526,16.5,56.9,2.2,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,13,2025-11-17 13:00:00,570,12.1,57.7,7.1,0.72,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,14,2025-11-17 14:00:00,549,19.1,54.3,3.2,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,15,2025-11-17 15:00:00,543,14.0,57.0,6.4,0.78,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,16,2025-11-17 16:00:00,502,14.5,57.9,0.9,0.83,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,17,2025-11-17 17:00:00,812,10.8,60.9,4.0,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-17,18,2025-11-17 18:00:00,863,15.5,60.3,5.3,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-17,19,2025-11-17 19:00:00,686,17.5,63.0,4.1,0.81,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-17,20,2025-11-17 20:00:00,676,14.8,54.7,11.1,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-17,21,2025-11-17 21:00:00,613,14.8,52.6,6.5,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,22,2025-11-17 22:00:00,548,14.9,67.6,1.9,0.74,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-17,23,2025-11-17 23:00:00,505,17.0,51.2,16.9,0.73,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,0,2025-11-18 00:00:00,372,13.4,56.8,2.8,0.73,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,1,2025-11-18 01:00:00,574,13.4,60.0,2.2,0.76,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,2,2025-11-18 02:00:00,241,15.4,62.9,8.9,0.75,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,3,2025-11-18 03:00:00,545,17.0,59.1,8.2,0.69,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,4,2025-11-18 04:00:00,529,17.0,58.2,4.8,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,5,2025-11-18 05:00:00,664,16.1,54.4,12.6,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,6,2025-11-18 06:00:00,793,15.8,62.2,5.0,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,7,2025-11-18 07:00:00,918,20.1,56.7,2.1,0.85,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-18,8,2025-11-18 08:00:00,678,9.4,60.8,1.7,0.86,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,9,2025-11-18 09:00:00,352,13.5,65.0,0.5,0.8,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,10,2025-11-18 10:00:00,829,14.1,62.6,12.5,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-18,11,2025-11-18 11:00:00,686,11.5,54.5,0.0,0.81,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,12,2025-11-18 12:00:00,226,14.1,59.1,0.4,0.73,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,13,2025-11-18 13:00:00,503,15.6,63.3,2.1,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,14,2025-11-18 14:00:00,388,14.3,57.1,8.1,0.75,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,15,2025-11-18 15:00:00,620,17.1,62.0,5.9,0.79,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,16,2025-11-18 16:00:00,689,16.5,63.6,9.1,0.82,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,17,2025-11-18 17:00:00,799,14.4,67.4,3.5,0.84,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,18,2025-11-18 18:00:00,611,14.5,63.7,10.0,0.77,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,19,2025-11-18 19:00:00,327,15.3,62.7,3.7,0.75,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,20,2025-11-18 20:00:00,742,14.7,60.7,2.8,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,21,2025-11-18 21:00:00,658,15.9,60.1,6.0,0.79,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-18,22,2025-11-18 22:00:00,564,13.7,67.9,4.7,0.71,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-18,23,2025-11-18 23:00:00,395,14.0,57.3,8.5,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,0,2025-11-19 00:00:00,544,17.0,62.9,1.0,0.73,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,1,2025-11-19 01:00:00,372,14.2,57.2,4.5,0.7,Light Rain,1,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,2,2025-11-19 02:00:00,579,9.7,63.7,4.1,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,3,2025-11-19 03:00:00,557,15.7,63.9,6.8,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,4,2025-11-19 04:00:00,615,14.6,57.8,3.1,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,5,2025-11-19 05:00:00,686,16.4,63.2,0.6,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-19,6,2025-11-19 06:00:00,825,15.1,55.6,1.5,0.83,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-19,7,2025-11-19 07:00:00,621,16.3,68.3,1.2,0.83,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,8,2025-11-19 08:00:00,981,14.5,63.2,2.7,0.81,Clear,1,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-19,9,2025-11-19 09:00:00,932,15.6,77.0,5.3,0.86,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-19,10,2025-11-19 10:00:00,850,15.9,58.9,9.5,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-19,11,2025-11-19 11:00:00,684,16.2,51.7,0.5,0.81,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-19,12,2025-11-19 12:00:00,524,13.3,56.3,12.0,0.75,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,13,2025-11-19 13:00:00,515,15.9,61.6,1.0,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,14,2025-11-19 14:00:00,423,13.2,62.2,3.0,0.76,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,15,2025-11-19 15:00:00,671,14.8,64.4,1.6,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-19,16,2025-11-19 16:00:00,547,14.4,65.7,10.1,0.77,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,17,2025-11-19 17:00:00,814,16.1,64.3,6.5,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-19,18,2025-11-19 18:00:00,906,16.8,61.5,8.3,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-19,19,2025-11-19 19:00:00,670,12.6,55.5,5.3,0.85,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-19,20,2025-11-19 20:00:00,530,17.2,58.8,2.6,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,21,2025-11-19 21:00:00,600,15.4,64.0,7.4,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,22,2025-11-19 22:00:00,424,15.7,57.8,4.6,0.71,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-19,23,2025-11-19 23:00:00,510,17.2,59.9,7.2,0.7,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,0,2025-11-20 00:00:00,382,15.7,63.0,9.2,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,1,2025-11-20 01:00:00,548,14.3,54.3,23.3,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,2,2025-11-20 02:00:00,354,15.6,55.3,7.0,0.75,Light Rain,1,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,3,2025-11-20 03:00:00,501,14.6,57.8,3.4,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,4,2025-11-20 04:00:00,578,14.4,64.7,9.3,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,5,2025-11-20 05:00:00,635,16.0,56.8,8.7,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-20,6,2025-11-20 06:00:00,824,17.9,57.5,8.2,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-20,7,2025-11-20 07:00:00,839,17.0,62.3,20.2,0.86,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-20,8,2025-11-20 08:00:00,956,18.5,53.8,9.2,0.83,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-20,9,2025-11-20 09:00:00,698,15.8,60.1,11.2,0.85,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-20,10,2025-11-20 10:00:00,850,17.8,60.2,8.3,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-20,11,2025-11-20 11:00:00,479,12.6,54.9,7.4,0.75,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,12,2025-11-20 12:00:00,559,16.5,54.9,12.4,0.75,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,13,2025-11-20 13:00:00,540,15.3,63.0,2.7,0.7,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,14,2025-11-20 14:00:00,593,15.6,65.1,3.9,0.78,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,15,2025-11-20 15:00:00,629,15.1,56.6,4.0,0.79,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,16,2025-11-20 16:00:00,754,19.8,67.0,1.4,0.81,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-20,17,2025-11-20 17:00:00,763,14.3,62.6,0.7,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-20,18,2025-11-20 18:00:00,857,17.3,52.4,3.1,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-20,19,2025-11-20 19:00:00,850,14.0,72.8,11.9,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-20,20,2025-11-20 20:00:00,705,14.8,61.8,2.8,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-20,21,2025-11-20 21:00:00,616,12.8,60.2,15.1,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,22,2025-11-20 22:00:00,377,16.5,59.3,7.6,0.74,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-20,23,2025-11-20 23:00:00,410,11.7,62.1,0.2,0.7,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,0,2025-11-21 00:00:00,519,14.6,70.4,3.2,0.74,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,1,2025-11-21 01:00:00,501,15.1,69.2,12.7,0.71,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,2,2025-11-21 02:00:00,480,13.7,66.4,10.8,0.76,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,3,2025-11-21 03:00:00,567,11.3,62.1,4.9,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,4,2025-11-21 04:00:00,522,15.2,56.6,27.5,0.73,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,5,2025-11-21 05:00:00,694,15.3,52.4,2.6,0.8,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-21,6,2025-11-21 06:00:00,788,13.0,56.3,5.2,0.84,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-21,7,2025-11-21 07:00:00,912,10.8,64.5,2.8,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-21,8,2025-11-21 08:00:00,945,13.2,61.2,18.8,0.88,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-21,9,2025-11-21 09:00:00,932,14.8,58.1,7.3,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-21,10,2025-11-21 10:00:00,852,13.0,60.6,5.0,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-21,11,2025-11-21 11:00:00,641,14.4,62.8,1.3,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-21,12,2025-11-21 12:00:00,569,18.1,52.7,5.2,0.8,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,13,2025-11-21 13:00:00,524,19.5,59.1,3.7,0.74,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,14,2025-11-21 14:00:00,573,14.3,51.5,3.5,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,15,2025-11-21 15:00:00,592,10.8,67.4,10.9,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,16,2025-11-21 16:00:00,627,14.4,58.5,11.0,0.8,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,17,2025-11-21 17:00:00,704,15.5,63.2,4.2,0.85,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-21,18,2025-11-21 18:00:00,892,14.6,66.4,9.3,0.84,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-21,19,2025-11-21 19:00:00,764,14.6,65.2,10.6,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-21,20,2025-11-21 20:00:00,682,16.1,63.6,13.7,0.74,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-21,21,2025-11-21 21:00:00,269,18.1,50.3,3.9,0.79,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,22,2025-11-21 22:00:00,586,18.0,65.7,0.2,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-21,23,2025-11-21 23:00:00,532,14.4,71.6,9.4,0.69,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,0,2025-11-22 00:00:00,552,13.2,60.7,2.9,0.73,Clear,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,1,2025-11-22 01:00:00,437,14.3,60.0,8.6,0.69,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,2,2025-11-22 02:00:00,424,15.8,55.3,14.9,0.71,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,3,2025-11-22 03:00:00,620,15.7,63.8,0.3,0.78,Cloudy,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,4,2025-11-22 04:00:00,668,13.4,57.3,1.0,0.77,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,5,2025-11-22 05:00:00,717,15.9,60.8,9.4,0.76,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,6,2025-11-22 06:00:00,860,14.9,55.8,5.2,0.82,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-22,7,2025-11-22 07:00:00,996,14.8,61.8,0.6,0.87,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-22,8,2025-11-22 08:00:00,1064,9.8,63.2,1.6,0.85,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2025-11-22,9,2025-11-22 09:00:00,962,15.2,59.4,6.3,0.8,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-22,10,2025-11-22 10:00:00,764,14.9,63.3,7.7,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,11,2025-11-22 11:00:00,702,15.6,62.7,5.6,0.77,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,12,2025-11-22 12:00:00,671,16.1,59.8,17.9,0.79,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,13,2025-11-22 13:00:00,609,16.4,60.4,0.8,0.79,Cloudy,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,14,2025-11-22 14:00:00,619,10.0,59.8,17.3,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,15,2025-11-22 15:00:00,636,17.8,53.3,14.8,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,16,2025-11-22 16:00:00,315,13.5,74.6,10.4,0.8,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,17,2025-11-22 17:00:00,621,13.8,61.2,13.2,0.78,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,18,2025-11-22 18:00:00,995,14.9,61.2,5.0,0.81,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-22,19,2025-11-22 19:00:00,861,13.5,63.1,3.3,0.8,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-22,20,2025-11-22 20:00:00,802,15.0,60.3,5.0,0.76,Clear,1,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,21,2025-11-22 21:00:00,635,12.7,63.0,0.2,0.77,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-22,22,2025-11-22 22:00:00,442,15.2,60.3,0.6,0.78,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-22,23,2025-11-22 23:00:00,426,11.9,61.6,3.1,0.73,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,0,2025-11-23 00:00:00,572,14.4,58.3,8.0,0.76,Clear,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,1,2025-11-23 01:00:00,236,16.5,53.6,3.6,0.77,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,2,2025-11-23 02:00:00,617,15.3,70.5,10.6,0.75,Clear,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,3,2025-11-23 03:00:00,646,16.0,55.0,6.9,0.78,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,4,2025-11-23 04:00:00,613,17.4,70.8,4.8,0.7,Clear,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,5,2025-11-23 05:00:00,761,12.7,54.5,1.9,0.76,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,6,2025-11-23 06:00:00,880,13.3,54.6,3.4,0.84,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,7,2025-11-23 07:00:00,1022,14.5,68.3,0.7,0.81,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,8,2025-11-23 08:00:00,895,19.5,63.7,1.0,0.88,Foggy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,9,2025-11-23 09:00:00,967,15.7,60.6,1.9,0.83,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,10,2025-11-23 10:00:00,756,16.9,57.6,14.8,0.76,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,11,2025-11-23 11:00:00,694,14.9,52.6,2.2,0.78,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,12,2025-11-23 12:00:00,632,17.8,55.2,2.6,0.76,Clear,1,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,13,2025-11-23 13:00:00,432,13.2,57.3,7.9,0.73,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,14,2025-11-23 14:00:00,615,13.8,54.6,7.5,0.78,Cloudy,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,15,2025-11-23 15:00:00,473,11.6,52.6,11.4,0.71,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-23,16,2025-11-23 16:00:00,807,14.5,65.7,1.5,0.83,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,17,2025-11-23 17:00:00,931,18.8,61.0,2.4,0.84,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,18,2025-11-23 18:00:00,910,13.9,60.1,17.9,0.86,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,19,2025-11-23 19:00:00,893,13.7,57.7,4.0,0.81,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-23,20,2025-11-23 20:00:00,705,15.1,68.1,8.3,0.74,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,21,2025-11-23 21:00:00,631,17.0,61.1,16.3,0.72,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,22,2025-11-23 22:00:00,645,15.6,63.0,0.7,0.76,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-23,23,2025-11-23 23:00:00,453,12.8,61.1,7.4,0.72,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,0,2025-11-24 00:00:00,514,14.6,60.5,3.0,0.69,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,1,2025-11-24 01:00:00,573,16.2,58.9,3.3,0.73,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,2,2025-11-24 02:00:00,522,13.0,60.9,4.7,0.78,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,3,2025-11-24 03:00:00,573,17.1,65.1,8.4,0.74,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,4,2025-11-24 04:00:00,576,14.3,57.3,1.4,0.71,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,5,2025-11-24 05:00:00,613,15.7,62.0,0.4,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,6,2025-11-24 06:00:00,770,17.3,57.9,4.4,0.82,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-24,7,2025-11-24 07:00:00,892,14.4,65.7,6.3,0.87,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-24,8,2025-11-24 08:00:00,936,15.3,69.6,14.7,0.85,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-24,9,2025-11-24 09:00:00,902,18.7,67.3,5.9,0.85,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2025-11-24,10,2025-11-24 10:00:00,690,15.1,64.6,4.1,0.75,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-24,11,2025-11-24 11:00:00,266,15.4,67.1,10.0,0.78,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,12,2025-11-24 12:00:00,231,14.2,48.2,0.0,0.71,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,13,2025-11-24 13:00:00,417,18.2,53.5,1.7,0.7,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,14,2025-11-24 14:00:00,502,20.0,60.5,9.1,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,15,2025-11-24 15:00:00,673,15.4,51.7,5.1,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-24,16,2025-11-24 16:00:00,748,13.6,62.4,3.2,0.8,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2025-11-24,17,2025-11-24 17:00:00,565,17.2,57.3,0.8,0.81,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,18,2025-11-24 18:00:00,575,15.6,60.2,8.2,0.83,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,19,2025-11-24 19:00:00,580,13.0,60.4,6.3,0.84,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,20,2025-11-24 20:00:00,502,16.8,54.8,3.3,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,21,2025-11-24 21:00:00,441,17.3,65.3,6.5,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,22,2025-11-24 22:00:00,526,13.5,56.6,5.9,0.75,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-24,23,2025-11-24 23:00:00,359,17.4,63.5,10.1,0.75,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-25,0,2025-11-25 00:00:00,394,16.5,54.1,10.9,0.76,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-25,1,2025-11-25 01:00:00,541,12.4,62.1,0.9,0.7,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-25,2,2025-11-25 02:00:00,383,13.3,57.7,16.5,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-25,3,2025-11-25 03:00:00,516,19.4,52.9,5.6,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2025-11-25,4,2025-11-25 04:00:00,563,12.3,60.9,15.2,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
